time,z_mid,alpha_m-1
6.7,3.337484,-4.359570e-02
6.7,3.812489,-4.007562e-02
6.7,4.287493,-3.238897e-02
6.7,4.762498,-2.873035e-02
6.7,5.237502,-2.625351e-02
6.7,5.712507,-2.391181e-02
6.7,6.187512,-2.002144e-02
6.7,6.662516,-1.789877e-02
6.7,7.137521,-1.563230e-02
6.7,7.612525,-1.448797e-02
6.7,8.087530,-1.166247e-02
6.7,8.562535,-1.005882e-02
6.7,9.037539,-9.709957e-03
6.7,9.512544,-9.786588e-03
6.8,0.487456,-1.215335e-01
6.8,0.962461,-1.793903e-01
6.8,1.437465,-1.156428e-01
6.8,1.912470,-1.063228e-01
6.8,2.387475,-6.173457e-02
6.8,2.862479,-5.418949e-02
6.8,3.337484,-4.413019e-02
6.8,3.812489,-4.138144e-02
6.8,4.287493,-3.234793e-02
6.8,4.762498,-2.897619e-02
6.8,5.237502,-2.616262e-02
6.8,5.712507,-2.330883e-02
6.8,6.187512,-1.981436e-02
6.8,6.662516,-1.744821e-02
6.8,7.137521,-1.566913e-02
6.8,7.612525,-1.434012e-02
6.8,8.087530,-1.184602e-02
6.8,8.562535,-1.024220e-02
6.8,9.037539,-9.710336e-03
6.8,9.512544,-9.706860e-03
6.9,0.487456,-1.252453e-01
6.9,0.962461,-1.815389e-01
6.9,1.437465,-1.198121e-01
6.9,1.912470,-1.102832e-01
6.9,2.387475,-6.147661e-02
6.9,2.862479,-5.328350e-02
6.9,3.337484,-4.248267e-02
6.9,3.812489,-3.972037e-02
6.9,4.287493,-3.133679e-02
6.9,4.762498,-2.861659e-02
6.9,5.237502,-2.576724e-02
6.9,5.712507,-2.278565e-02
6.9,6.187512,-1.963383e-02
6.9,6.662516,-1.708002e-02
6.9,7.137521,-1.574069e-02
6.9,7.612525,-1.414744e-02
6.9,8.087530,-1.192304e-02
6.9,8.562535,-1.035276e-02
6.9,9.037539,-9.828025e-03
6.9,9.512544,-9.668618e-03
7,0.487456,-1.260770e-01
7,0.962461,-1.753671e-01
7,1.437465,-1.230132e-01
7,1.912470,-1.161244e-01
7,2.387475,-5.986939e-02
7,2.862479,-5.038920e-02
7,3.337484,-3.967657e-02
7,3.812489,-3.679959e-02
7,4.287493,-2.823187e-02
7,4.762498,-2.618305e-02
7,5.237502,-2.337878e-02
7,5.712507,-2.140951e-02
7,6.187512,-1.876394e-02
7,6.662516,-1.648876e-02
7,7.137521,-1.534924e-02
7,7.612525,-1.377336e-02
7,8.087530,-1.192794e-02
7,8.562535,-1.051815e-02
7,9.037539,-9.764113e-03
7,9.512544,-9.506966e-03
7.1,0.487456,-1.219382e-01
7.1,0.962461,-1.714033e-01
7.1,1.437465,-1.190980e-01
7.1,1.912470,-1.115063e-01
7.1,2.387475,-6.004897e-02
7.1,2.862479,-5.005895e-02
7.1,3.337484,-3.912648e-02
7.1,3.812489,-3.594780e-02
7.1,4.287493,-2.769682e-02
7.1,4.762498,-2.559745e-02
7.1,5.237502,-2.236870e-02
7.1,5.712507,-2.050860e-02
7.1,6.187512,-1.828260e-02
7.1,6.662516,-1.628617e-02
7.1,7.137521,-1.537499e-02
7.1,7.612525,-1.377854e-02
7.1,8.087530,-1.205259e-02
7.1,8.562535,-1.063510e-02
7.1,9.037539,-9.853339e-03
7.1,9.512544,-9.468932e-03
7.2,0.487456,-1.172699e-01
7.2,0.962461,-1.644947e-01
7.2,1.437465,-1.142568e-01
7.2,1.912470,-1.060788e-01
7.2,2.387475,-5.727182e-02
7.2,2.862479,-4.866665e-02
7.2,3.337484,-3.813151e-02
7.2,3.812489,-3.490706e-02
7.2,4.287493,-2.680964e-02
7.2,4.762498,-2.503600e-02
7.2,5.237502,-2.173243e-02
7.2,5.712507,-1.974539e-02
7.2,6.187512,-1.770791e-02
7.2,6.662516,-1.583138e-02
7.2,7.137521,-1.523336e-02
7.2,7.612525,-1.368588e-02
7.2,8.087530,-1.212331e-02
7.2,8.562535,-1.072733e-02
7.2,9.037539,-9.918436e-03
7.2,9.512544,-9.386576e-03
7.3,0.487456,-1.124835e-01
7.3,0.962461,-1.616381e-01
7.3,1.437465,-1.093024e-01
7.3,1.912470,-1.011090e-01
7.3,2.387475,-5.961336e-02
7.3,2.862479,-4.949934e-02
7.3,3.337484,-3.928066e-02
7.3,3.812489,-3.543146e-02
7.3,4.287493,-2.740215e-02
7.3,4.762498,-2.500544e-02
7.3,5.237502,-2.176826e-02
7.3,5.712507,-1.968511e-02
7.3,6.187512,-1.762361e-02
7.3,6.662516,-1.565613e-02
7.3,7.137521,-1.512265e-02
7.3,7.612525,-1.361470e-02
7.3,8.087530,-1.219672e-02
7.3,8.562535,-1.077947e-02
7.3,9.037539,-9.967782e-03
7.3,9.512544,-9.354342e-03
7.4,0.487456,-1.083008e-01
7.4,0.962461,-1.575844e-01
7.4,1.437465,-1.056930e-01
7.4,1.912470,-9.874193e-02
7.4,2.387475,-6.101849e-02
7.4,2.862479,-5.005883e-02
7.4,3.337484,-4.076737e-02
7.4,3.812489,-3.678387e-02
7.4,4.287493,-2.827086e-02
7.4,4.762498,-2.502809e-02
7.4,5.237502,-2.203112e-02
7.4,5.712507,-1.989938e-02
7.4,6.187512,-1.739052e-02
7.4,6.662516,-1.537475e-02
7.4,7.137521,-1.478646e-02
7.4,7.612525,-1.332305e-02
7.4,8.087530,-1.204217e-02
7.4,8.562535,-1.072435e-02
7.4,9.037539,-9.954907e-03
7.4,9.512544,-9.284925e-03
7.5,0.487456,-1.064000e-01
7.5,0.962461,-1.573899e-01
7.5,1.437465,-1.043732e-01
7.5,1.912470,-9.779109e-02
7.5,2.387475,-6.094455e-02
7.5,2.862479,-5.089341e-02
7.5,3.337484,-4.145753e-02
7.5,3.812489,-3.746034e-02
7.5,4.287493,-2.893206e-02
7.5,4.762498,-2.547698e-02
7.5,5.237502,-2.246786e-02
7.5,5.712507,-2.021460e-02
7.5,6.187512,-1.748057e-02
7.5,6.662516,-1.538960e-02
7.5,7.137521,-1.470186e-02
7.5,7.612525,-1.322972e-02
7.5,8.087530,-1.197367e-02
7.5,8.562535,-1.072560e-02
7.5,9.037539,-1.007945e-02
7.5,9.512544,-9.250805e-03
7.6,0.487456,-1.045383e-01
7.6,0.962461,-1.552357e-01
7.6,1.437465,-1.030722e-01
7.6,1.912470,-9.565160e-02
7.6,2.387475,-5.818149e-02
7.6,2.862479,-4.955120e-02
7.6,3.337484,-4.021100e-02
7.6,3.812489,-3.632239e-02
7.6,4.287493,-2.827031e-02
7.6,4.762498,-2.507007e-02
7.6,5.237502,-2.206083e-02
7.6,5.712507,-1.998383e-02
7.6,6.187512,-1.710672e-02
7.6,6.662516,-1.511958e-02
7.6,7.137521,-1.447229e-02
7.6,7.612525,-1.295362e-02
7.6,8.087530,-1.174315e-02
7.6,8.562535,-1.063180e-02
7.6,9.037539,-9.974117e-03
7.6,9.512544,-9.209553e-03
7.7,0.487456,-1.039961e-01
7.7,0.962461,-1.535815e-01
7.7,1.437465,-1.022335e-01
7.7,1.912470,-9.293322e-02
7.7,2.387475,-5.437170e-02
7.7,2.862479,-4.770062e-02
7.7,3.337484,-3.830789e-02
7.7,3.812489,-3.467948e-02
7.7,4.287493,-2.701045e-02
7.7,4.762498,-2.440394e-02
7.7,5.237502,-2.109161e-02
7.7,5.712507,-1.924039e-02
7.7,6.187512,-1.635940e-02
7.7,6.662516,-1.460528e-02
7.7,7.137521,-1.416645e-02
7.7,7.612525,-1.258841e-02
7.7,8.087530,-1.144720e-02
7.7,8.562535,-1.046768e-02
7.7,9.037539,-9.937103e-03
7.7,9.512544,-9.142775e-03
7.8,0.487456,-1.057355e-01
7.8,0.962461,-1.527255e-01
7.8,1.437465,-1.031680e-01
7.8,1.912470,-9.155795e-02
7.8,2.387475,-5.236513e-02
7.8,2.862479,-4.631487e-02
7.8,3.337484,-3.716694e-02
7.8,3.812489,-3.379382e-02
7.8,4.287493,-2.632073e-02
7.8,4.762498,-2.388948e-02
7.8,5.237502,-2.063323e-02
7.8,5.712507,-1.877396e-02
7.8,6.187512,-1.600801e-02
7.8,6.662516,-1.430963e-02
7.8,7.137521,-1.400622e-02
7.8,7.612525,-1.240891e-02
7.8,8.087530,-1.131415e-02
7.8,8.562535,-1.039450e-02
7.8,9.037539,-1.006121e-02
7.8,9.512544,-9.113216e-03
7.9,0.487456,-1.069633e-01
7.9,0.962461,-1.536692e-01
7.9,1.437465,-1.033658e-01
7.9,1.912470,-8.943667e-02
7.9,2.387475,-5.026142e-02
7.9,2.862479,-4.517243e-02
7.9,3.337484,-3.588549e-02
7.9,3.812489,-3.238918e-02
7.9,4.287493,-2.552377e-02
7.9,4.762498,-2.346880e-02
7.9,5.237502,-2.012556e-02
7.9,5.712507,-1.824148e-02
7.9,6.187512,-1.560394e-02
7.9,6.662516,-1.395752e-02
7.9,7.137521,-1.387156e-02
7.9,7.612525,-1.213535e-02
7.9,8.087530,-1.113951e-02
7.9,8.562535,-1.027067e-02
7.9,9.037539,-1.011902e-02
7.9,9.512544,-9.071217e-03
8,0.487456,-1.093617e-01
8,0.962461,-1.549923e-01
8,1.437465,-1.045845e-01
8,1.912470,-8.871632e-02
8,2.387475,-4.812476e-02
8,2.862479,-4.443715e-02
8,3.337484,-3.501665e-02
8,3.812489,-3.146258e-02
8,4.287493,-2.482462e-02
8,4.762498,-2.297790e-02
8,5.237502,-1.974804e-02
8,5.712507,-1.789045e-02
8,6.187512,-1.530844e-02
8,6.662516,-1.372152e-02
8,7.137521,-1.361225e-02
8,7.612525,-1.196871e-02
8,8.087530,-1.103969e-02
8,8.562535,-1.021140e-02
8,9.037539,-1.006527e-02
8,9.512544,-9.053411e-03
8.1,0.487456,-1.119181e-01
8.1,0.962461,-1.575420e-01
8.1,1.437465,-1.056376e-01
8.1,1.912470,-8.829827e-02
8.1,2.387475,-4.763375e-02
8.1,2.862479,-4.436925e-02
8.1,3.337484,-3.508544e-02
8.1,3.812489,-3.125158e-02
8.1,4.287493,-2.477224e-02
8.1,4.762498,-2.290953e-02
8.1,5.237502,-1.960532e-02
8.1,5.712507,-1.786749e-02
8.1,6.187512,-1.511501e-02
8.1,6.662516,-1.362562e-02
8.1,7.137521,-1.335681e-02
8.1,7.612525,-1.186608e-02
8.1,8.087530,-1.093659e-02
8.1,8.562535,-1.014222e-02
8.1,9.037539,-1.006058e-02
8.1,9.512544,-9.021922e-03
8.2,0.487456,-1.099118e-01
8.2,0.962461,-1.568841e-01
8.2,1.437465,-1.018999e-01
8.2,1.912470,-8.555097e-02
8.2,2.387475,-4.988494e-02
8.2,2.862479,-4.625412e-02
8.2,3.337484,-3.815286e-02
8.2,3.812489,-3.469882e-02
8.2,4.287493,-2.908738e-02
8.2,4.762498,-2.544034e-02
8.2,5.237502,-2.350452e-02
8.2,5.712507,-2.087449e-02
8.2,6.187512,-1.752713e-02
8.2,6.662516,-1.535229e-02
8.2,7.137521,-1.388531e-02
8.2,7.612525,-1.239368e-02
8.2,8.087530,-1.108676e-02
8.2,8.562535,-1.021846e-02
8.2,9.037539,-1.004730e-02
8.2,9.512544,-9.006291e-03
8.3,0.487456,-1.012412e-01
8.3,0.962461,-1.524292e-01
8.3,1.437465,-9.294100e-02
8.3,1.912470,-7.809139e-02
8.3,2.387475,-4.798035e-02
8.3,2.862479,-4.558661e-02
8.3,3.337484,-3.824382e-02
8.3,3.812489,-3.560545e-02
8.3,4.287493,-3.098178e-02
8.3,4.762498,-2.731038e-02
8.3,5.237502,-2.767208e-02
8.3,5.712507,-2.497838e-02
8.3,6.187512,-2.246570e-02
8.3,6.662516,-1.914808e-02
8.3,7.137521,-1.582691e-02
8.3,7.612525,-1.417128e-02
8.3,8.087530,-1.211644e-02
8.3,8.562535,-1.058578e-02
8.3,9.037539,-1.017626e-02
8.3,9.512544,-9.024144e-03
8.4,0.487456,-9.464606e-02
8.4,0.962461,-1.529543e-01
8.4,1.437465,-8.676000e-02
8.4,1.912470,-7.155084e-02
8.4,2.387475,-4.520210e-02
8.4,2.862479,-4.462219e-02
8.4,3.337484,-3.725016e-02
8.4,3.812489,-3.484864e-02
8.4,4.287493,-3.108570e-02
8.4,4.762498,-2.774667e-02
8.4,5.237502,-2.784696e-02
8.4,5.712507,-2.556693e-02
8.4,6.187512,-2.328298e-02
8.4,6.662516,-2.033391e-02
8.4,7.137521,-1.675470e-02
8.4,7.612525,-1.544983e-02
8.4,8.087530,-1.306968e-02
8.4,8.562535,-1.100778e-02
8.4,9.037539,-1.026681e-02
8.4,9.512544,-9.061420e-03
8.5,0.487456,-9.270973e-02
8.5,0.962461,-1.490687e-01
8.5,1.437465,-8.560880e-02
8.5,1.912470,-7.127042e-02
8.5,2.387475,-4.332163e-02
8.5,2.862479,-4.314609e-02
8.5,3.337484,-3.594576e-02
8.5,3.812489,-3.340694e-02
8.5,4.287493,-2.966100e-02
8.5,4.762498,-2.665956e-02
8.5,5.237502,-2.626581e-02
8.5,5.712507,-2.450515e-02
8.5,6.187512,-2.156521e-02
8.5,6.662516,-1.942046e-02
8.5,7.137521,-1.613224e-02
8.5,7.612525,-1.523468e-02
8.5,8.087530,-1.261398e-02
8.5,8.562535,-1.084903e-02
8.5,9.037539,-1.001052e-02
8.5,9.512544,-8.979650e-03
8.6,0.487456,-9.320530e-02
8.6,0.962461,-1.512040e-01
8.6,1.437465,-8.783802e-02
8.6,1.912470,-7.444960e-02
8.6,2.387475,-4.582222e-02
8.6,2.862479,-4.375747e-02
8.6,3.337484,-3.662469e-02
8.6,3.812489,-3.373904e-02
8.6,4.287493,-2.975807e-02
8.6,4.762498,-2.657635e-02
8.6,5.237502,-2.578804e-02
8.6,5.712507,-2.440960e-02
8.6,6.187512,-2.100442e-02
8.6,6.662516,-1.915188e-02
8.6,7.137521,-1.583512e-02
8.6,7.612525,-1.512963e-02
8.6,8.087530,-1.232051e-02
8.6,8.562535,-1.078507e-02
8.6,9.037539,-9.828221e-03
8.6,9.512544,-8.981450e-03
8.7,0.487456,-9.870962e-02
8.7,0.962461,-1.552327e-01
8.7,1.437465,-9.453185e-02
8.7,1.912470,-8.244670e-02
8.7,2.387475,-4.878470e-02
8.7,2.862479,-4.461972e-02
8.7,3.337484,-3.704107e-02
8.7,3.812489,-3.364556e-02
8.7,4.287493,-2.896173e-02
8.7,4.762498,-2.587395e-02
8.7,5.237502,-2.417568e-02
8.7,5.712507,-2.337791e-02
8.7,6.187512,-1.929778e-02
8.7,6.662516,-1.798073e-02
8.7,7.137521,-1.504706e-02
8.7,7.612525,-1.439882e-02
8.7,8.087530,-1.151832e-02
8.7,8.562535,-1.044443e-02
8.7,9.037539,-9.730493e-03
8.7,9.512544,-8.958930e-03
8.8,0.487456,-1.069470e-01
8.8,0.962461,-1.566892e-01
8.8,1.437465,-1.045465e-01
8.8,1.912470,-9.444305e-02
8.8,2.387475,-5.069475e-02
8.8,2.862479,-4.470305e-02
8.8,3.337484,-3.662731e-02
8.8,3.812489,-3.284009e-02
8.8,4.287493,-2.738213e-02
8.8,4.762498,-2.443512e-02
8.8,5.237502,-2.226212e-02
8.8,5.712507,-2.178257e-02
8.8,6.187512,-1.777742e-02
8.8,6.662516,-1.685960e-02
8.8,7.137521,-1.455448e-02
8.8,7.612525,-1.413221e-02
8.8,8.087530,-1.128763e-02
8.8,8.562535,-1.035345e-02
8.8,9.037539,-9.561445e-03
8.8,9.512544,-8.957027e-03
8.9,0.487456,-1.151347e-01
8.9,0.962461,-1.626522e-01
8.9,1.437465,-1.128155e-01
8.9,1.912470,-1.038074e-01
8.9,2.387475,-5.186516e-02
8.9,2.862479,-4.516749e-02
8.9,3.337484,-3.621862e-02
8.9,3.812489,-3.248951e-02
8.9,4.287493,-2.643769e-02
8.9,4.762498,-2.387070e-02
8.9,5.237502,-2.116835e-02
8.9,5.712507,-2.068044e-02
8.9,6.187512,-1.676909e-02
8.9,6.662516,-1.595359e-02
8.9,7.137521,-1.428243e-02
8.9,7.612525,-1.382264e-02
8.9,8.087530,-1.120181e-02
8.9,8.562535,-1.032633e-02
8.9,9.037539,-9.561039e-03
8.9,9.512544,-8.974406e-03
9,0.487456,-1.185447e-01
9,0.962461,-1.669300e-01
9,1.437465,-1.153752e-01
9,1.912470,-1.068530e-01
9,2.387475,-5.099330e-02
9,2.862479,-4.440533e-02
9,3.337484,-3.423247e-02
9,3.812489,-3.065113e-02
9,4.287493,-2.497868e-02
9,4.762498,-2.312017e-02
9,5.237502,-1.982950e-02
9,5.712507,-1.943348e-02
9,6.187512,-1.573829e-02
9,6.662516,-1.494179e-02
9,7.137521,-1.381133e-02
9,7.612525,-1.321471e-02
9,8.087530,-1.093140e-02
9,8.562535,-1.016201e-02
9,9.037539,-9.590478e-03
9,9.512544,-8.944615e-03
9.1,0.487456,-1.176857e-01
9.1,0.962461,-1.653087e-01
9.1,1.437465,-1.137385e-01
9.1,1.912470,-1.042496e-01
9.1,2.387475,-4.947426e-02
9.1,2.862479,-4.271079e-02
9.1,3.337484,-3.125397e-02
9.1,3.812489,-2.739719e-02
9.1,4.287493,-2.241291e-02
9.1,4.762498,-2.161156e-02
9.1,5.237502,-1.792359e-02
9.1,5.712507,-1.782922e-02
9.1,6.187512,-1.459218e-02
9.1,6.662516,-1.385176e-02
9.1,7.137521,-1.316832e-02
9.1,7.612525,-1.245924e-02
9.1,8.087530,-1.060918e-02
9.1,8.562535,-9.959380e-03
9.1,9.037539,-9.346139e-03
9.1,9.512544,-8.912928e-03
9.2,0.487456,-1.151558e-01
9.2,0.962461,-1.660639e-01
9.2,1.437465,-1.111501e-01
9.2,1.912470,-1.003551e-01
9.2,2.387475,-5.133508e-02
9.2,2.862479,-4.381401e-02
9.2,3.337484,-3.199790e-02
9.2,3.812489,-2.736938e-02
9.2,4.287493,-2.217051e-02
9.2,4.762498,-2.140501e-02
9.2,5.237502,-1.728979e-02
9.2,5.712507,-1.734166e-02
9.2,6.187512,-1.415967e-02
9.2,6.662516,-1.350919e-02
9.2,7.137521,-1.312728e-02
9.2,7.612525,-1.214654e-02
9.2,8.087530,-1.044911e-02
9.2,8.562535,-9.860922e-03
9.2,9.037539,-9.368104e-03
9.2,9.512544,-8.923565e-03
9.3,0.487456,-1.110481e-01
9.3,0.962461,-1.629861e-01
9.3,1.437465,-1.074210e-01
9.3,1.912470,-9.726610e-02
9.3,2.387475,-5.369316e-02
9.3,2.862479,-4.596209e-02
9.3,3.337484,-3.453226e-02
9.3,3.812489,-3.003190e-02
9.3,4.287493,-2.372438e-02
9.3,4.762498,-2.209974e-02
9.3,5.237502,-1.817577e-02
9.3,5.712507,-1.762661e-02
9.3,6.187512,-1.449121e-02
9.3,6.662516,-1.355264e-02
9.3,7.137521,-1.305941e-02
9.3,7.612525,-1.194531e-02
9.3,8.087530,-1.028783e-02
9.3,8.562535,-9.718771e-03
9.3,9.037539,-9.337537e-03
9.3,9.512544,-8.889242e-03
9.4,0.487456,-1.088191e-01
9.4,0.962461,-1.629873e-01
9.4,1.437465,-1.047429e-01
9.4,1.912470,-9.440711e-02
9.4,2.387475,-5.438242e-02
9.4,2.862479,-4.743850e-02
9.4,3.337484,-3.629744e-02
9.4,3.812489,-3.218982e-02
9.4,4.287493,-2.504146e-02
9.4,4.762498,-2.310154e-02
9.4,5.237502,-1.935885e-02
9.4,5.712507,-1.798324e-02
9.4,6.187512,-1.505163e-02
9.4,6.662516,-1.374475e-02
9.4,7.137521,-1.311752e-02
9.4,7.612525,-1.189278e-02
9.4,8.087530,-1.028067e-02
9.4,8.562535,-9.694679e-03
9.4,9.037539,-9.299675e-03
9.4,9.512544,-8.907388e-03
9.5,0.487456,-1.112732e-01
9.5,0.962461,-1.666973e-01
9.5,1.437465,-1.052974e-01
9.5,1.912470,-9.373004e-02
9.5,2.387475,-5.377536e-02
9.5,2.862479,-4.724618e-02
9.5,3.337484,-3.705564e-02
9.5,3.812489,-3.296535e-02
9.5,4.287493,-2.537701e-02
9.5,4.762498,-2.368091e-02
9.5,5.237502,-1.950436e-02
9.5,5.712507,-1.782453e-02
9.5,6.187512,-1.492265e-02
9.5,6.662516,-1.357066e-02
9.5,7.137521,-1.327687e-02
9.5,7.612525,-1.165226e-02
9.5,8.087530,-1.007901e-02
9.5,8.562535,-9.537522e-03
9.5,9.037539,-9.391163e-03
9.5,9.512544,-8.854291e-03
9.6,0.487456,-1.155580e-01
9.6,0.962461,-1.696726e-01
9.6,1.437465,-1.081180e-01
9.6,1.912470,-9.752907e-02
9.6,2.387475,-5.542842e-02
9.6,2.862479,-4.735497e-02
9.6,3.337484,-3.859204e-02
9.6,3.812489,-3.449938e-02
9.6,4.287493,-2.634896e-02
9.6,4.762498,-2.394161e-02
9.6,5.237502,-1.955197e-02
9.6,5.712507,-1.790738e-02
9.6,6.187512,-1.454699e-02
9.6,6.662516,-1.329290e-02
9.6,7.137521,-1.324251e-02
9.6,7.612525,-1.146302e-02
9.6,8.087530,-9.903700e-03
9.6,8.562535,-9.386789e-03
9.6,9.037539,-9.343033e-03
9.6,9.512544,-8.806705e-03
9.7,0.487456,-1.116159e-01
9.7,0.962461,-1.649668e-01
9.7,1.437465,-1.042385e-01
9.7,1.912470,-9.528472e-02
9.7,2.387475,-5.763724e-02
9.7,2.862479,-4.790685e-02
9.7,3.337484,-4.127957e-02
9.7,3.812489,-3.752904e-02
9.7,4.287493,-3.057617e-02
9.7,4.762498,-2.596192e-02
9.7,5.237502,-2.248959e-02
9.7,5.712507,-2.013391e-02
9.7,6.187512,-1.589025e-02
9.7,6.662516,-1.425244e-02
9.7,7.137521,-1.337476e-02
9.7,7.612525,-1.170416e-02
9.7,8.087530,-9.780581e-03
9.7,8.562535,-9.298561e-03
9.7,9.037539,-9.262751e-03
9.7,9.512544,-8.772030e-03
9.8,0.487456,-1.066146e-01
9.8,0.962461,-1.608098e-01
9.8,1.437465,-9.932235e-02
9.8,1.912470,-8.871512e-02
9.8,2.387475,-5.462496e-02
9.8,2.862479,-4.602582e-02
9.8,3.337484,-4.020191e-02
9.8,3.812489,-3.662155e-02
9.8,4.287493,-3.138229e-02
9.8,4.762498,-2.683228e-02
9.8,5.237502,-2.487527e-02
9.8,5.712507,-2.226480e-02
9.8,6.187512,-1.776294e-02
9.8,6.662516,-1.563608e-02
9.8,7.137521,-1.376664e-02
9.8,7.612525,-1.211987e-02
9.8,8.087530,-9.735021e-03
9.8,8.562535,-9.295227e-03
9.8,9.037539,-9.252060e-03
9.8,9.512544,-8.760050e-03
9.9,0.487456,-1.032098e-01
9.9,0.962461,-1.557008e-01
9.9,1.437465,-9.695785e-02
9.9,1.912470,-8.513413e-02
9.9,2.387475,-5.035272e-02
9.9,2.862479,-4.360795e-02
9.9,3.337484,-3.843420e-02
9.9,3.812489,-3.512461e-02
9.9,4.287493,-3.002555e-02
9.9,4.762498,-2.603719e-02
9.9,5.237502,-2.449330e-02
9.9,5.712507,-2.241672e-02
9.9,6.187512,-1.798404e-02
9.9,6.662516,-1.588151e-02
9.9,7.137521,-1.375073e-02
9.9,7.612525,-1.208099e-02
9.9,8.087530,-9.581631e-03
9.9,8.562535,-9.257571e-03
9.9,9.037539,-9.248540e-03
9.9,9.512544,-8.752532e-03
10,0.487456,-1.028384e-01
10,0.962461,-1.569901e-01
10,1.437465,-9.667208e-02
10,1.912470,-8.367526e-02
10,2.387475,-4.630935e-02
10,2.862479,-4.217327e-02
10,3.337484,-3.660478e-02
10,3.812489,-3.384943e-02
10,4.287493,-2.886507e-02
10,4.762498,-2.549022e-02
10,5.237502,-2.377080e-02
10,5.712507,-2.202164e-02
10,6.187512,-1.765105e-02
10,6.662516,-1.581401e-02
10,7.137521,-1.376124e-02
10,7.612525,-1.207155e-02
10,8.087530,-9.538038e-03
10,8.562535,-9.278554e-03
10,9.037539,-9.286463e-03
10,9.512544,-8.760488e-03
