lambda_nm,distance_m,mod_scheme,SNR_dB,rate_Mbps,unit_flux,P_RX_W,photons_per_bit,detected_electrons_per_bit
532.0,15.0,M-PAM,94.28179122493555,62.63946622236016,4.005900590979035,0.04005900590979035,5360547123.4551935,2680273561.7275968
532.0,15.0,PPM,94.28179122493555,15.65986655559004,4.005900590979035,0.04005900590979035,5360547123.4551935,2680273561.7275968
532.0,15.0,OFDM+QAM,94.28179122493555,156.5986655559004,4.005900590979035,0.04005900590979035,5360547123.4551935,2680273561.7275968
532.0,37.0,OOK,21.4183823124973,7.125402494591102,2.0718546124738038e-07,2.071854612473804e-09,277.2478754995633,138.62393774978165
532.0,37.0,M-PAM,21.4183823124973,14.250804989182203,2.0718546124738038e-07,2.071854612473804e-09,277.2478754995633,138.62393774978165
532.0,37.0,PPM,21.4183823124973,3.562701247295551,2.0718546124738038e-07,2.071854612473804e-09,277.2478754995633,138.62393774978165
532.0,37.0,OFDM+QAM,21.4183823124973,35.627012472955506,2.0718546124738038e-07,2.071854612473804e-09,277.2478754995633,138.62393774978165
532.0,7.0,OOK,102.61929174060884,34.08939083113605,27.318082946979217,0.27318082946979216,36556042176.760605,18278021088.380302
532.0,7.0,M-PAM,102.61929174060884,68.1787816622721,27.318082946979217,0.27318082946979216,36556042176.760605,18278021088.380302
532.0,7.0,PPM,102.61929174060884,17.044695415568025,27.318082946979217,0.27318082946979216,36556042176.760605,18278021088.380302
532.0,7.0,OFDM+QAM,102.61929174060884,170.44695415568026,27.318082946979217,0.27318082946979216,36556042176.760605,18278021088.380302
532.0,25.0,OOK,83.43576365264934,27.716760746152072,0.3296836506458924,0.003296836506458924,441170394.7671163,220585197.38355815
532.0,25.0,M-PAM,83.43576365264934,55.433521492304145,0.3296836506458924,0.003296836506458924,441170394.7671163,220585197.38355815
532.0,25.0,PPM,83.43576365264934,13.858380373076036,0.3296836506458924,0.003296836506458924,441170394.7671163,220585197.38355815
532.0,25.0,OFDM+QAM,83.43576365264934,138.58380373076037,0.3296836506458924,0.003296836506458924,441170394.7671163,220585197.38355815
532.0,1.0,OOK,110.664473416373,36.76194233478889,174.16800888002186,1.7416800888002186,233065149220.67523,116532574610.33762
532.0,1.0,M-PAM,110.664473416373,73.52388466957778,174.16800888002186,1.7416800888002186,233065149220.67523,116532574610.33762
532.0,1.0,PPM,110.664473416373,18.380971167394446,174.16800888002186,1.7416800888002186,233065149220.67523,116532574610.33762
532.0,1.0,OFDM+QAM,110.664473416373,183.80971167394446,174.16800888002186,1.7416800888002186,233065149220.67523,116532574610.33762
532.0,5.0,OOK,104.98558755475493,34.87545728568551,47.10638755243134,0.47106387552431345,63036015137.06982,31518007568.53491
532.0,5.0,M-PAM,104.98558755475493,69.75091457137103,47.10638755243134,0.47106387552431345,63036015137.06982,31518007568.53491
532.0,5.0,PPM,104.98558755475493,17.437728642842757,47.10638755243134,0.47106387552431345,63036015137.06982,31518007568.53491
532.0,5.0,OFDM+QAM,104.98558755475493,174.37728642842757,47.10638755243134,0.47106387552431345,63036015137.06982,31518007568.53491
532.0,32.0,OOK,70.82921752091329,23.52895688135456,0.0180901762183593,0.00018090176218359298,24207600.73490076,12103800.36745038
532.0,32.0,M-PAM,70.82921752091329,47.05791376270912,0.0180901762183593,0.00018090176218359298,24207600.73490076,12103800.36745038
532.0,32.0,PPM,70.82921752091329,11.76447844067728,0.0180901762183593,0.00018090176218359298,24207600.73490076,12103800.36745038
532.0,32.0,OFDM+QAM,70.82921752091329,117.6447844067728,0.0180901762183593,0.00018090176218359298,24207600.73490076,12103800.36745038
550.0,2.0,OOK,109.12520162473533,36.250607313763275,118.19256304544945,1.1819256304544945,163512198598.94656,81756099299.47328
550.0,2.0,M-PAM,109.12520162473533,72.50121462752655,118.19256304544945,1.1819256304544945,163512198598.94656,81756099299.47328
550.0,2.0,PPM,109.12520162473533,18.125303656881638,118.19256304544945,1.1819256304544945,163512198598.94656,81756099299.47328
550.0,2.0,OFDM+QAM,109.12520162473533,181.25303656881638,118.19256304544945,1.1819256304544945,163512198598.94656,81756099299.47328
532.0,20.0,OOK,89.15844894027487,29.61779564487912,1.2313058400571584,0.012313058400571585,1647687662.0143082,823843831.0071541
532.0,20.0,M-PAM,89.15844894027487,59.23559128975824,1.2313058400571584,0.012313058400571585,1647687662.0143082,823843831.0071541
532.0,20.0,PPM,89.15844894027487,14.80889782243956,1.2313058400571584,0.012313058400571585,1647687662.0143082,823843831.0071541
532.0,20.0,OFDM+QAM,89.15844894027487,148.0889782243956,1.2313058400571584,0.012313058400571585,1647687662.0143082,823843831.0071541
532.0,42.0,OOK,-120.0,1.4428232973175175e-12,1.1191807608474456e-55,1.1191807608474456e-57,1.4976460528494848e-46,7.488230264247424e-47
532.0,42.0,M-PAM,-120.0,2.885646594635035e-12,1.1191807608474456e-55,1.1191807608474456e-57,1.4976460528494848e-46,7.488230264247424e-47
532.0,42.0,PPM,-120.0,7.214116486587587e-13,1.1191807608474456e-55,1.1191807608474456e-57,1.4976460528494848e-46,7.488230264247424e-47
532.0,42.0,OFDM+QAM,-120.0,7.214116486587588e-12,1.1191807608474456e-55,1.1191807608474456e-57,1.4976460528494848e-46,7.488230264247424e-47
532.0,3.0,OOK,107.61180859338305,35.74786903082505,86.23864112152758,0.8623864112152758,115401340870.94446,57700670435.47223
532.0,3.0,M-PAM,107.61180859338305,71.4957380616501,86.23864112152758,0.8623864112152758,115401340870.94446,57700670435.47223
532.0,3.0,PPM,107.61180859338305,17.873934515412525,86.23864112152758,0.8623864112152758,115401340870.94446,57700670435.47223
532.0,3.0,OFDM+QAM,107.61180859338305,178.73934515412526,86.23864112152758,0.8623864112152758,115401340870.94446,57700670435.47223
532.0,31.0,OOK,73.45112353030603,24.39993515080875,0.0330851721200153,0.000330851721200153,44273346.332247056,22136673.166123528
532.0,31.0,M-PAM,73.45112353030603,48.7998703016175,0.0330851721200153,0.000330851721200153,44273346.332247056,22136673.166123528
532.0,31.0,PPM,73.45112353030603,12.199967575404376,0.0330851721200153,0.000330851721200153,44273346.332247056,22136673.166123528
532.0,31.0,OFDM+QAM,73.45112353030603,121.99967575404375,0.0330851721200153,0.000330851721200153,44273346.332247056,22136673.166123528
532.0,11.0,OOK,98.30439798809888,32.656014152978614,10.11488254597982,0.1011488254597982,13535359478.974909,6767679739.487454
532.0,11.0,M-PAM,98.30439798809888,65.31202830595723,10.11488254597982,0.1011488254597982,13535359478.974909,6767679739.487454
532.0,11.0,PPM,98.30439798809888,16.328007076489307,10.11488254597982,0.1011488254597982,13535359478.974909,6767679739.487454
532.0,11.0,OFDM+QAM,98.30439798809888,163.28007076489308,10.11488254597982,0.1011488254597982,13535359478.974909,6767679739.487454
532.0,38.0,OOK,0.8088910737099348,1.140600866928628,1.8005705918381666e-09,1.8005705918381666e-11,2.4094565722353978,1.2047282861176989
532.0,38.0,M-PAM,0.8088910737099348,2.281201733857256,1.8005705918381666e-09,1.8005705918381666e-11,2.4094565722353978,1.2047282861176989
532.0,38.0,PPM,0.8088910737099348,0.570300433464314,1.8005705918381666e-09,1.8005705918381666e-11,2.4094565722353978,1.2047282861176989
532.0,38.0,OFDM+QAM,0.8088910737099348,5.70300433464314,1.8005705918381666e-09,1.8005705918381666e-11,2.4094565722353978,1.2047282861176989
532.0,45.0,OOK,-120.0,1.4428232973175175e-12,5.861892942065166e-117,5.861892942065166e-119,7.844167031840902e-108,3.922083515920451e-108
532.0,45.0,M-PAM,-120.0,2.885646594635035e-12,5.861892942065166e-117,5.861892942065166e-119,7.844167031840902e-108,3.922083515920451e-108
532.0,45.0,PPM,-120.0,7.214116486587587e-13,5.861892942065166e-117,5.861892942065166e-119,7.844167031840902e-108,3.922083515920451e-108
532.0,45.0,OFDM+QAM,-120.0,7.214116486587588e-12,5.861892942065166e-117,5.861892942065166e-119,7.844167031840902e-108,3.922083515920451e-108
532.0,17.0,OOK,92.26834628630027,30.650881180581422,2.5197396728852417,0.025197396728852416,3371821878.3955846,1685910939.1977923
532.0,17.0,M-PAM,92.26834628630027,61.301762361162844,2.5197396728852417,0.025197396728852416,3371821878.3955846,1685910939.1977923
532.0,17.0,PPM,92.26834628630027,15.325440590290711,2.5197396728852417,0.025197396728852416,3371821878.3955846,1685910939.1977923
532.0,17.0,OFDM+QAM,92.26834628630027,153.2544059029071,2.5197396728852417,0.025197396728852416,3371821878.3955846,1685910939.1977923
532.0,21.0,OOK,88.0904407593278,29.26301100718158,0.9628643809444646,0.009628643809444646,1288469289.320996,644234644.660498
532.0,21.0,M-PAM,88.0904407593278,58.52602201436316,0.9628643809444646,0.009628643809444646,1288469289.320996,644234644.660498
532.0,21.0,PPM,88.0904407593278,14.63150550359079,0.9628643809444646,0.009628643809444646,1288469289.320996,644234644.660498
532.0,21.0,OFDM+QAM,88.0904407593278,146.3150550359079,0.9628643809444646,0.009628643809444646,1288469289.320996,644234644.660498
532.0,13.0,OOK,96.27611682545599,31.98223373525408,6.340634623202214,0.06340634623202214,8484801337.014736,4242400668.507368
532.0,13.0,M-PAM,96.27611682545599,63.96446747050816,6.340634623202214,0.06340634623202214,8484801337.014736,4242400668.507368
532.0,13.0,PPM,96.27611682545599,15.99111686762704,6.340634623202214,0.06340634623202214,8484801337.014736,4242400668.507368
532.0,13.0,OFDM+QAM,96.27611682545599,159.9111686762704,6.340634623202214,0.06340634623202214,8484801337.014736,4242400668.507368
532.0,43.0,OOK,-120.0,1.4428232973175175e-12,3.3635926351685655e-74,3.363592635168566e-76,4.5010345153176305e-65,2.2505172576588152e-65
532.0,43.0,M-PAM,-120.0,2.885646594635035e-12,3.3635926351685655e-74,3.363592635168566e-76,4.5010345153176305e-65,2.2505172576588152e-65
532.0,43.0,PPM,-120.0,7.214116486587587e-13,3.3635926351685655e-74,3.363592635168566e-76,4.5010345153176305e-65,2.2505172576588152e-65
532.0,43.0,OFDM+QAM,-120.0,7.214116486587588e-12,3.3635926351685655e-74,3.363592635168566e-76,4.5010345153176305e-65,2.2505172576588152e-65
532.0,35.0,OOK,50.95947014845219,16.928381125806155,0.0001864095079761,1.864095079761e-06,249446.2678420495,124723.13392102475
532.0,35.0,M-PAM,50.95947014845219,33.85676225161231,0.0001864095079761,1.864095079761e-06,249446.2678420495,124723.13392102475
532.0,35.0,PPM,50.95947014845219,8.464190562903077,0.0001864095079761,1.864095079761e-06,249446.2678420495,124723.13392102475
532.0,35.0,OFDM+QAM,50.95947014845219,84.64190562903077,0.0001864095079761,1.864095079761e-06,249446.2678420495,124723.13392102475
532.0,50.0,OOK,-120.0,1.4428232973175175e-12,1.1714364946355205e-251,1.1714364946355205e-253,1.5675727315275605e-242,7.837863657637802e-243
532.0,50.0,M-PAM,-120.0,2.885646594635035e-12,1.1714364946355205e-251,1.1714364946355205e-253,1.5675727315275605e-242,7.837863657637802e-243
532.0,50.0,PPM,-120.0,7.214116486587587e-13,1.1714364946355205e-251,1.1714364946355205e-253,1.5675727315275605e-242,7.837863657637802e-243
532.0,50.0,OFDM+QAM,-120.0,7.214116486587588e-12,1.1714364946355205e-251,1.1714364946355205e-253,1.5675727315275605e-242,7.837863657637802e-243
532.0,4.0,OOK,106.25758687006298,35.29800631189383,63.136387970912935,0.6313638797091293,84486765269.4579,42243382634.72895
532.0,4.0,M-PAM,106.25758687006298,70.59601262378766,63.136387970912935,0.6313638797091293,84486765269.4579,42243382634.72895
532.0,4.0,PPM,106.25758687006298,17.649003155946914,63.136387970912935,0.6313638797091293,84486765269.4579,42243382634.72895
532.0,4.0,OFDM+QAM,106.25758687006298,176.49003155946914,63.136387970912935,0.6313638797091293,84486765269.4579,42243382634.72895
532.0,27.0,OOK,80.68811102007254,26.804010304409946,0.1751185478770049,0.001751185478770049,234337125.13976914,117168562.56988457
532.0,27.0,M-PAM,80.68811102007254,53.60802060881989,0.1751185478770049,0.001751185478770049,234337125.13976914,117168562.56988457
532.0,27.0,PPM,80.68811102007254,13.402005152204973,0.1751185478770049,0.001751185478770049,234337125.13976914,117168562.56988457
532.0,27.0,OFDM+QAM,80.68811102007254,134.02005152204973,0.1751185478770049,0.001751185478770049,234337125.13976914,117168562.56988457
532.0,40.0,OOK,-119.99954743429944,1.4428232973175175e-12,1.5575464190605289e-25,1.557546419060529e-27,2.084250666415639e-16,1.0421253332078195e-16
532.0,40.0,M-PAM,-119.99954743429944,2.885646594635035e-12,1.5575464190605289e-25,1.557546419060529e-27,2.084250666415639e-16,1.0421253332078195e-16
532.0,40.0,PPM,-119.99954743429944,7.214116486587587e-13,1.5575464190605289e-25,1.557546419060529e-27,2.084250666415639e-16,1.0421253332078195e-16
532.0,40.0,OFDM+QAM,-119.99954743429944,7.214116486587588e-12,1.5575464190605289e-25,1.557546419060529e-27,2.084250666415639e-16,1.0421253332078195e-16
532.0,26.0,OOK,82.10755474329609,27.275539299305866,0.2428155633909882,0.002428155633909882,324926752.500266,162463376.250133
532.0,26.0,M-PAM,82.10755474329609,54.55107859861173,0.2428155633909882,0.002428155633909882,324926752.500266,162463376.250133
532.0,26.0,PPM,82.10755474329609,13.637769649652933,0.2428155633909882,0.002428155633909882,324926752.500266,162463376.250133
532.0,26.0,OFDM+QAM,82.10755474329609,136.37769649652932,0.2428155633909882,0.002428155633909882,324926752.500266,162463376.250133
532.0,34.0,OOK,62.253876663792894,20.680291049102447,0.0025113584906557,2.5113584906557e-05,3360606.492174345,1680303.2460871725
532.0,34.0,M-PAM,62.253876663792894,41.360582098204894,0.0025113584906557,2.5113584906557e-05,3360606.492174345,1680303.2460871725
532.0,34.0,PPM,62.253876663792894,10.340145524551223,0.0025113584906557,2.5113584906557e-05,3360606.492174345,1680303.2460871725
532.0,34.0,OFDM+QAM,62.253876663792894,103.40145524551224,0.0025113584906557,2.5113584906557e-05,3360606.492174345,1680303.2460871725
532.0,28.0,OOK,79.15193003258919,26.29370203151974,0.122945899460438,0.00122945899460438,164521628.21449098,82260814.10724549
532.0,28.0,M-PAM,79.15193003258919,52.58740406303948,0.122945899460438,0.00122945899460438,164521628.21449098,82260814.10724549
532.0,28.0,PPM,79.15193003258919,13.14685101575987,0.122945899460438,0.00122945899460438,164521628.21449098,82260814.10724549
532.0,28.0,OFDM+QAM,79.15193003258919,131.4685101575987,0.122945899460438,0.00122945899460438,164521628.21449098,82260814.10724549
